InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
1002201,1146038007636.0,20.07,0.29,150.39643,45.58436,53714.37582000001,0.0
1002201,1146038007636.0,20.25,0.31,150.39663000000004,45.58415,53714.38994,0.0
1002201,1146038007636.0,20.51,0.36,150.39706,45.584509999999995,53714.39706,0.0
1002201,1146038007636.0,20.69,0.42,150.3963,45.58452,53531.17405,0.0
1002201,1146038007636.0,20.73,0.39,150.39569,45.58448,54094.320170000006,0.0
1002201,1146038007636.0,20.17,0.36,150.39591000000001,45.58447,53769.32776,0.0
1002201,1146038007636.0,18.81,0.36,150.39818,45.58616,53793.23033,0.0
1002201,1146038007636.0,20.54,0.38,150.39606,45.584379999999996,53823.16384,0.0
1002201,1146038007636.0,20.29,0.33,150.39674,45.58421,53823.17254,0.0
1002201,1146038007636.0,20.13,0.3,150.39671,45.58412,53823.19121000001,0.0
1002201,1146038007636.0,20.31,0.34,150.3967,45.58487,53884.16581000001,0.0
1002201,1146038007636.0,19.28,0.2,150.39659,45.58448,53884.172289999995,0.0
1002201,1146038007636.0,20.28,0.34,150.39647,45.583729999999996,54051.43992999999,0.0
1002201,1146038007636.0,20.25,0.33,150.39706,45.58469,54051.445779999995,0.0
1002201,1146038007636.0,19.73,0.25,150.39631,45.58434000000001,54051.45162000001,0.0
1002201,1146038007636.0,20.45,0.33,150.39693,45.5844,54059.49948,0.0
1002201,1146038007636.0,19.9,0.24,150.39671,45.58441,54059.50462000001,0.0
1002201,1146038007636.0,20.21,0.29,150.39655,45.58508,54059.5098,0.0
1002201,1146038007636.0,20.44,0.33,150.39657,45.58443,54059.51494,0.0
1002201,1146038007636.0,19.88,0.26,150.3966,45.5846,54209.248270000004,0.0
1002201,1146038007636.0,19.6,0.22,150.39661999999996,45.58473,54209.25577,0.0
1002201,1146038007636.0,19.74,0.26,150.39678,45.58441,54138.28592,0.0
1002201,1146038007636.0,21.33,0.39,150.39688999999996,45.583859999999994,54262.16925,0.0
1002201,1146038007636.0,19.89,0.25,150.39676,45.58417,54170.309629999996,0.0
1002201,1146038007636.0,20.18,0.29,150.39681000000004,45.584579999999995,54176.13786,0.0
1002201,1146038007636.0,20.77,0.41,150.39713,45.58435,54176.14701,0.0
1002201,1146038007636.0,20.04,0.27,150.39647,45.58402,54176.15618,0.0
1002201,1146038007636.0,19.59,0.21,150.39625,45.58437,54805.38797,0.0
1002201,1146038007636.0,19.6,0.21,150.39666,45.58429,54805.3958,0.0
1002201,1146038007636.0,20.72,0.39,150.39648,45.58447,54805.40376,0.0
1002201,1146038007636.0,20.2,0.29,150.39674,45.584309999999995,54504.2412,0.0
1002201,1146038007636.0,20.71,0.39,150.39665,45.58446,54504.2521,0.0
1002201,1146038007636.0,20.44,0.33,150.39637,45.584759999999996,54504.257620000004,0.0
1002201,1146038007636.0,19.65,0.22,150.39611000000005,45.58428,54478.34574,0.0
1002201,1146038007636.0,20.72,0.44,150.39673,45.585,54478.35237000001,0.0
1002201,1146038007636.0,19.84,0.3,150.39578999999995,45.58449,54632.18328,0.0
1002201,1146038007636.0,20.39,0.41,150.39688999999996,45.584,54632.18709,0.0
1002201,1146038007636.0,20.83,0.41,150.39619,45.5844,54789.504629999996,0.0
1002201,1146038007636.0,19.96,0.27,150.39663000000004,45.58401,54943.25316,0.0
1002201,1146038007636.0,19.53,0.21,150.39700000000005,45.58455,54943.26805,0.0
1002201,1146038007636.0,19.72,0.24,150.39643,45.5842,54943.273460000004,0.0
1002201,1146038007636.0,19.42,0.2,150.39685,45.584509999999995,54943.28037000001,0.0
1002201,1146038007636.0,20.24,0.3,150.3962,45.58404,55183.338339999995,0.0
1002201,1146038007636.0,20.23,0.3,150.39607,45.58408,55183.342939999995,0.0
1002201,1146038007636.0,21.0,0.46,150.39613,45.583659999999995,55183.34762000001,0.0
1002201,1146038007636.0,19.96,0.29,150.39632,45.584379999999996,54875.38488,0.0
1002201,1146038007636.0,20.21,0.33,150.39667,45.584509999999995,54875.38975,0.0
1002201,1146038007636.0,19.6,0.22,150.3969,45.58425,54884.24897000001,0.0
1002201,1146038007636.0,19.94,0.25,150.39661999999996,45.58414000000001,54884.25455,0.0
1002201,1146038007636.0,20.26,0.3,150.39688999999996,45.5846,54884.260129999995,0.0
1002201,1146038007636.0,20.12,0.28,150.39655,45.58441,54884.26561,0.0
1002201,1146038007636.0,20.47,0.39,150.39635,45.58446,54850.50102999999,0.0
1002201,1146038007636.0,19.32,0.21,150.39658,45.58453,54850.50591,0.0
1002201,1146038007636.0,20.02,0.3,150.39658,45.58414000000001,54850.51071,0.0
1002201,1146038007636.0,19.74,0.26,150.39587,45.58442,54850.51557999999,0.0
1002201,1146038007636.0,20.15,0.28,150.39621,45.58437,54861.270489999995,0.0
1002201,1146038007636.0,20.39,0.32,150.39643999999996,45.5846,54892.16461,0.0
1002201,1146038007636.0,20.2,0.29,150.39641,45.5841,54892.1757,0.0
1002201,1146038007636.0,19.95,0.25,150.3969,45.58419,54892.186779999996,0.0
1002201,1146038007636.0,20.27,0.3,150.39700000000005,45.5843,54892.197779999995,0.0
1002201,1146038007636.0,20.66,0.38,150.39653,45.58459000000001,54913.16604,0.0
1002201,1146038007636.0,20.19,0.29,150.39665,45.58435,54913.17149,0.0
1002201,1146038007636.0,20.28,0.3,150.39629,45.5841,54913.17695,0.0
1002201,1146038007636.0,20.17,0.29,150.39623,45.5843,54920.2072,0.0
1002201,1146038007636.0,20.08,0.28,150.39652,45.584540000000004,54920.214629999995,0.0
1002201,1146038007636.0,20.49,0.35,150.39643999999996,45.58423,54920.22207,0.0
1002201,1146038007636.0,20.12,0.28,150.39653,45.58424,54920.22945,0.0
1002201,1146038007636.0,20.27,0.36,150.39626,45.58349000000001,55143.48772999999,0.0
1002201,1146038007636.0,19.66,0.26,150.39655,45.58435,55143.492079999996,0.0
1002201,1146038007636.0,20.27,0.31,150.39646000000005,45.58403,55155.43806,0.0
1002201,1146038007636.0,20.65,0.38,150.39616999999996,45.58416,55155.44347000001,0.0
1002201,1146038007636.0,20.49,0.35,150.3966,45.58448,55155.45434,0.0
1002201,1146038007636.0,20.1,0.29,150.39619,45.58405,55298.232860000004,0.0
1002201,1146038007636.0,20.09,0.28,150.39605,45.58414000000001,55298.23795,0.0
1002201,1146038007636.0,20.26,0.31,150.39603,45.58435,55298.2431,0.0
1002201,1146038007636.0,19.72,0.23,150.39588999999995,45.58426,55298.24821000001,0.0
1002201,1146038007636.0,19.75,0.24,150.39683,45.5838,55244.25324,0.0
1002201,1146038007636.0,20.37,0.33,150.39701000000005,45.58443,55244.26016000001,0.0
1002201,1146038007636.0,20.1,0.28,150.3964,45.58425,55244.26707,0.0
1002201,1146038007636.0,19.77,0.24,150.39671,45.58415,55244.27398,0.0
1002201,1146038007636.0,19.5,0.21,150.39712,45.58415,55272.32526000001,0.0
1002201,1146038007636.0,19.71,0.24,150.39616999999996,45.5844,55327.17917,0.0
1002201,1146038007636.0,20.44,0.35,150.39649,45.5846,55327.18558,0.0
1002201,1146038007636.0,20.12,0.29,150.39615,45.58439,55327.19847999999,0.0
1002201,1146038007636.0,19.46,0.24,150.39652,45.58441,55497.48382,0.0
1002201,1146038007636.0,19.75,0.25,150.39647,45.5846,55679.25605,0.0
1002201,1146038007636.0,19.32,0.2,150.39656000000005,45.58479000000001,55679.26177999999,0.0
1002201,1146038007636.0,20.09,0.3,150.39667,45.58448,55679.26751000001,0.0
1002201,1146038007636.0,20.2,0.32,150.39643,45.58455,55679.273279999994,0.0
