InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
1005061,1115112065450.0,20.71,0.43,323.29343,15.851379999999999,53559.41061,0.0
1005061,1115112065450.0,20.87,0.51,323.29311,15.85106,53650.18901,0.0
1005061,1115112065450.0,20.83,0.46,323.2931200000001,15.851820000000002,53667.100419999995,0.0
1005061,1115112065450.0,19.91,0.27,323.29381,15.85131,53667.10905,0.0
1005061,1115112065450.0,20.99,0.46,323.29355,15.85147,54054.08731,0.0
1005061,1115112065450.0,20.9,0.44,323.29348999999996,15.851429999999999,54030.07859,0.0
1005061,1115112065450.0,20.61,0.41,323.29336,15.85176,54264.367739999994,0.0
1005061,1115112065450.0,20.17,0.34,323.29348,15.85147,55682.44919,0.0
1005061,1115112065450.0,20.85,0.49,323.29363,15.850729999999999,55682.46835,0.0
1005061,1115112065450.0,20.05,0.29,323.29345,15.851339999999999,55855.241910000004,0.0
1005061,1115112065450.0,21.25,0.57,323.29255,15.851939999999999,56074.4012,0.0
1005061,1115112065637.0,19.35,0.21,323.2885,15.85336,53711.08358,0.0
1005061,1115112065637.0,19.94,0.28,323.28844,15.85324,53704.09965,0.0
1005061,1115112065637.0,19.05,0.19,323.28843,15.85355,53650.18157,0.0
1005061,1115112065637.0,18.78,0.17,323.2884,15.85324,53650.20393,0.0
1005061,1115112065637.0,19.62,0.25,323.2884,15.85326,53642.13675,0.0
1005061,1115112065637.0,19.21,0.2,323.28895,15.85307,54079.09217999999,0.0
1005061,1115112065637.0,20.12,0.42,323.28856,15.852689999999999,54079.097879999994,0.0
1005061,1115112065637.0,19.54,0.25,323.2883700000001,15.853060000000001,54079.103579999995,0.0
1005061,1115112065637.0,18.86,0.18,323.28846,15.85338,53876.456289999995,0.0
1005061,1115112065637.0,19.45,0.2,323.28815,15.85334,54054.08251,0.0
1005061,1115112065637.0,19.43,0.2,323.2879700000001,15.85331,54054.08731,0.0
1005061,1115112065637.0,19.2,0.18,323.28839,15.8531,54054.09212,0.0
1005061,1115112065637.0,19.63,0.23,323.2885100000001,15.853129999999998,54064.08086,0.0
1005061,1115112065637.0,19.84,0.25,323.28857999999997,15.853439999999999,54064.08512999999,0.0
1005061,1115112065637.0,19.61,0.22,323.28843,15.8535,54030.07859,0.0
1005061,1115112065637.0,19.2,0.18,323.28846,15.853110000000001,54030.08391,0.0
1005061,1115112065637.0,19.16,0.18,323.2884,15.85351,54030.09461,0.0
1005061,1115112065637.0,19.77,0.25,323.28831,15.853570000000001,53989.38431,0.0
1005061,1115112065637.0,19.27,0.19,323.28831,15.8535,53998.193889999995,0.0
1005061,1115112065637.0,18.99,0.16,323.28839,15.85319,53998.20362000001,0.0
1005061,1115112065637.0,18.99,0.16,323.28857,15.85355,54005.13533,0.0
1005061,1115112065637.0,19.14,0.18,323.28841,15.8535,54005.141229999994,0.0
1005061,1115112065637.0,19.21,0.18,323.28819,15.85316,54005.14715,0.0
1005061,1115112065637.0,19.53,0.21,323.28836,15.853470000000002,54005.153060000004,0.0
1005061,1115112065637.0,19.57,0.22,323.28847,15.853010000000001,54450.08302000001,0.0
1005061,1115112065637.0,19.76,0.24,323.28843,15.853370000000002,54450.089439999996,0.0
1005061,1115112065637.0,19.93,0.27,323.28827,15.85345,54450.09587000001,0.0
1005061,1115112065637.0,19.31,0.24,323.28841,15.853670000000001,54294.35412999999,0.0
1005061,1115112065637.0,19.05,0.18,323.2882600000001,15.85343,54264.35586,0.0
1005061,1115112065637.0,19.2,0.2,323.28828,15.853320000000002,54264.36182000001,0.0
1005061,1115112065637.0,19.43,0.22,323.28831,15.8534,54264.367739999994,0.0
1005061,1115112065637.0,19.12,0.19,323.28831,15.853420000000002,54275.31442,0.0
1005061,1115112065637.0,19.05,0.19,323.28827,15.853279999999998,54275.32086,0.0
1005061,1115112065637.0,19.68,0.25,323.28825,15.85338,54275.32735,0.0
1005061,1115112065637.0,19.04,0.2,323.28899,15.85299,54235.38531000001,0.0
1005061,1115112065637.0,19.2,0.22,323.28841,15.853420000000002,54235.39302,0.0
1005061,1115112065637.0,19.81,0.31,323.28835,15.85339,54235.39685,0.0
1005061,1115112065637.0,19.65,0.25,323.2888700000001,15.85326,54246.39275,0.0
1005061,1115112065637.0,19.41,0.22,323.28836,15.853729999999999,54246.40062000001,0.0
1005061,1115112065637.0,19.53,0.23,323.28854,15.85341,54246.408579999996,0.0
1005061,1115112065637.0,18.94,0.18,323.28834,15.853589999999999,54246.41644,0.0
1005061,1115112065637.0,19.55,0.22,323.28835,15.85345,54408.13667000001,0.0
1005061,1115112065637.0,18.95,0.17,323.28862999999996,15.853420000000002,54408.143229999994,0.0
1005061,1115112065637.0,19.74,0.24,323.28825,15.85345,54408.14985,0.0
1005061,1115112065637.0,19.3,0.19,323.2885100000001,15.85324,54408.15639,0.0
1005061,1115112065637.0,19.03,0.17,323.28846,15.853439999999999,54415.11619,0.0
1005061,1115112065637.0,19.8,0.25,323.2884,15.85365,54415.12339,0.0
1005061,1115112065637.0,19.16,0.18,323.28841,15.85336,54415.13058,0.0
1005061,1115112065637.0,19.46,0.21,323.28852,15.853370000000002,54415.13776000001,0.0
1005061,1115112065637.0,19.31,0.2,323.28862999999996,15.853279999999998,54422.07206000001,0.0
1005061,1115112065637.0,19.51,0.21,323.28815,15.853520000000001,54386.156989999996,0.0
1005061,1115112065637.0,19.18,0.18,323.2885100000001,15.85348,54386.16459,0.0
1005061,1115112065637.0,19.68,0.23,323.28832,15.85361,54386.172139999995,0.0
1005061,1115112065637.0,19.76,0.24,323.28837999999996,15.85377,54386.17972000001,0.0
1005061,1115112065637.0,19.3,0.19,323.28866,15.85325,54393.09364,0.0
1005061,1115112065637.0,18.69,0.15,323.2884200000001,15.85341,54393.09845,0.0
1005061,1115112065637.0,19.3,0.19,323.28816,15.853679999999999,54393.10325,0.0
1005061,1115112065637.0,19.53,0.24,323.28832,15.853489999999999,54348.25618,0.0
1005061,1115112065637.0,19.31,0.21,323.28845,15.853929999999998,54348.26433,0.0
1005061,1115112065637.0,19.33,0.2,323.28836,15.853439999999999,54356.20196000001,0.0
1005061,1115112065637.0,19.38,0.2,323.28809,15.853720000000001,54356.20795,0.0
1005061,1115112065637.0,19.56,0.22,323.28828,15.853270000000002,54356.21392,0.0
1005061,1115112065637.0,19.6,0.22,323.28832,15.85356,54356.21988,0.0
1005061,1115112065637.0,19.04,0.19,323.28857,15.85302,54562.48504,0.0
1005061,1115112065637.0,19.31,0.22,323.28798,15.85329,54562.489989999995,0.0
1005061,1115112065637.0,19.31,0.21,323.28848999999997,15.85384,54562.499939999994,0.0
1005061,1115112065637.0,19.76,0.24,323.28845,15.85321,54801.1189,0.0
1005061,1115112065637.0,19.27,0.19,323.28852,15.85335,54801.12676,0.0
1005061,1115112065637.0,19.33,0.2,323.28831,15.85329,54801.134589999994,0.0
1005061,1115112065637.0,18.21,0.13,323.2881700000001,15.85379,54830.07342000001,0.0
1005061,1115112065637.0,19.27,0.22,323.28799,15.853520000000001,54830.07877000001,0.0
1005061,1115112065637.0,19.77,0.28,323.28853,15.85351,54830.084039999994,0.0
1005061,1115112065637.0,19.26,0.19,323.2884,15.8535,54588.45936,0.0
1005061,1115112065637.0,19.11,0.18,323.28866,15.852879999999999,54588.46487999999,0.0
1005061,1115112065637.0,19.25,0.19,323.28824,15.85339,54588.47036,0.0
1005061,1115112065637.0,19.0,0.17,323.28875,15.85324,54588.475829999996,0.0
1005061,1115112065637.0,19.6,0.25,323.28834,15.85345,54599.408639999994,0.0
1005061,1115112065637.0,19.3,0.19,323.28823,15.8532,54765.1618,0.0
1005061,1115112065637.0,19.27,0.19,323.28845,15.85326,54765.17027,0.0
1005061,1115112065637.0,19.52,0.21,323.28837999999996,15.853370000000002,54765.187289999994,0.0
1005061,1115112065637.0,19.36,0.19,323.28855,15.853729999999999,54731.2134,0.0
1005061,1115112065637.0,19.07,0.17,323.28845,15.85356,54731.22074,0.0
1005061,1115112065637.0,19.14,0.18,323.28848999999997,15.85335,54737.16229,0.0
1005061,1115112065637.0,19.54,0.22,323.28827,15.85361,54737.16955,0.0
1005061,1115112065637.0,19.1,0.18,323.28856,15.85325,54737.176810000004,0.0
1005061,1115112065637.0,19.5,0.21,323.28857999999997,15.85341,54737.18406,0.0
1005061,1115112065637.0,19.44,0.22,323.28829,15.853670000000001,54941.4706,0.0
1005061,1115112065637.0,19.35,0.2,323.28845,15.85351,54941.47611,0.0
1005061,1115112065637.0,19.0,0.17,323.28831,15.85307,54941.4814,0.0
1005061,1115112065637.0,19.87,0.26,323.28843,15.85325,54941.48681,0.0
1005061,1115112065637.0,19.52,0.23,323.28832,15.8533,54951.447889999996,0.0
1005061,1115112065637.0,19.21,0.2,323.28822,15.853320000000002,54951.45581,0.0
1005061,1115112065637.0,19.73,0.25,323.28845,15.85353,54951.46375,0.0
1005061,1115112065637.0,19.2,0.19,323.28831,15.85345,54951.47166,0.0
1005061,1115112065637.0,18.98,0.22,323.28848,15.85356,55042.255979999994,0.0
1005061,1115112065637.0,19.53,0.29,323.28825,15.853539999999999,55042.26184,0.0
1005061,1115112065637.0,19.22,0.24,323.28834,15.85345,55042.26771,0.0
1005061,1115112065637.0,19.36,0.3,323.2882600000001,15.853539999999999,54999.386139999995,0.0
1005061,1115112065637.0,20.7,0.64,323.2882,15.85339,54999.389520000004,0.0
1005061,1115112065637.0,19.7,0.36,323.28835,15.853629999999999,54999.39286,0.0
1005061,1115112065637.0,19.15,0.27,323.28876,15.853639999999999,54999.39627000001,0.0
1005061,1115112065637.0,19.67,0.24,323.28809,15.85369,54977.37136000001,0.0
